headline,source,publish_date,year,url,source_split
The Covid summer wave is here,NBC,2024-06-24,2024,https://www.nbcnews.com/health/health-news/covid-summer-wave-rcna158638,starter
'It'll upend the community': PA town roiled by talk of migrant housing in Civil War-era orphanage building,FoxNews,2024-09-13,2024,https://www.foxnews.com/politics/itll-upend-community-pa-town-roiled-talk-migrant-housing-civil-war-era-orphanage-building.print,starter
"Israel, Morocco agree to normalize relations in U.S.-brokered deal",NBC,2020-12-10,2020,https://www.nbcnews.com/news/world/israel-morocco-agree-normalize-relations-u-s-brokered-deal-n1250746,starter
Trump spox battles CNN host over Harris as the 'change' candidate: She's in White House 'right now',FoxNews,2024-08-29,2024,https://www.foxnews.com/media/trump-spox-battles-cnn-host-over-harris-change-candidate-shes-white-house-right-now.print,starter
The Washington Post wages war on Elon Musk as he takes over Twitter,FoxNews,2022-04-27,2022,https://www.foxnews.com/media/the-washington-post-elon-musk-war-twitter-takeover,starter
"Mahsa Amini did not die from blows to body, Iranian coroner says amid widespread protests",NBC,2022-10-07,2022,https://www.nbcnews.com/news/world/mahsa-amini-death-iran-morality-police-protests-coroner-report-rcna51169,starter
31 best tech gifts: Select Giftable Tech Awards 2023,NBC,2023-10-24,2023,https://www.nbcnews.com/select/shopping/best-tech-gifts-giftable-tech-awards-rcna121422,starter
Lady Liberty stands tall – amid lightning strike in NY Harbor,FoxNews,2020-07-23,2020,https://www.foxnews.com/us/lady-liberty-stands-tall-amid-lightning-strike-in-ny-harbor,starter
"Russia says Ukrainian intel chief responsible for Crimea bridge attack, increasing assassination risk",FoxNews,2022-10-12,2022,https://www.foxnews.com/world/russia-says-ukrainian-intel-chief-responsible-crimea-bridge-attack-increasing-assassination-risk,starter
"Colorado video shows Tren de Aragua gang beating apartment complex worker in extortion bid, company says",FoxNews,2024-10-16,2024,https://www.foxnews.com/us/colorado-video-shows-tren-de-aragua-gang-beating-apartment-complex-worker-extortion-bid-company-says,starter
Harrison Ford’s 80th birthday: A look back at some of his best roles,FoxNews,2022-07-13,2022,https://www.foxnews.com/entertainment/harrison-fords-80th-birthday-look-back-some-best-roles,starter
Trump set to host rally in Biden's home state ahead of hush money trial,FoxNews,2024-04-13,2024,https://www.foxnews.com/politics/trump-set-host-rally-bidens-home-state-hush-money-trial,starter
Why fewer adults are ‘extremely proud’ to be American: Experts warn people are focused on ‘individualism’,FoxNews,2023-08-05,2023,https://www.foxnews.com/media/fewer-adults-extremely-proud-american-experts-warn-people-focused-individualism,starter
"Netanyahu speech cheered in Congress, decried by hostage families",NBC,2024-07-25,2024,https://www.nbcnews.com/news/world/netanyahu-speech-congress-israel-hostage-families-gaza-hamas-rcna163581,starter
Republicans block another vote on IVF protections as Harris makes it a 2024 issue,NBC,2024-09-17,2024,https://www.nbcnews.com/politics/congress/republicans-block-another-vote-ivf-protections-harris-makes-2024-issue-rcna171463,starter
"4.8M borrowers — including 1M in public service — have had student debt forgiven, Biden admin says",NBC,2024-10-17,2024,https://www.nbcnews.com/politics/white-house/48-million-borrowers-1-million-public-service-student-debt-forgiven-bi-rcna175889,starter
Voters react to Vance 'non-answer' when asked if Trump won 2020 election,FoxNews,2024-10-02,2024,https://www.foxnews.com/politics/voters-react-vance-non-answer-when-asked-trump-won-2020-election,starter
Trans child molester sentenced for killing friend with a rock in fight over $100,FoxNews,2023-12-08,2023,https://www.foxnews.com/us/trans-child-molester-sentenced-killing-friend-rock-fight-over-100,starter
Crunch time: Harris to team up with Barack and Michelle Obama next week in key battlegrounds,FoxNews,2024-10-18,2024,https://www.foxnews.com/politics/crunch-time-harris-team-up-barack-michelle-obama-next-week-key-battlegrounds,starter
"'Swifties for Kamala' joins forces with Carole King and Elizabeth Warren to raise $142,000",NBC,2024-08-28,2024,https://www.nbcnews.com/pop-culture/taylor-swift-fans-kamala-harris-fundraiser-zoom-carole-king-rcna168607,starter
"India election: How Modi, BJP lost majority in election surprise",NBC,2024-06-05,2024,https://www.nbcnews.com/news/world/india-election-modi-bjp-lost-majority-election-surprise-rcna155557,starter
Christmas trees are just one part of the allure that a Vermont family brings to NYC each December,FoxNews,2022-12-14,2022,https://www.foxnews.com/lifestyle/christmas-trees-part-allure-vermont-family-nyc-december,starter
FBI failures before the Capitol siege avoided the Jan. 6 committee's scorn. Not for long.,NBC,2022-07-31,2022,https://www.nbcnews.com/politics/justice-department/fbi-failures-capitol-siege-avoided-jan-6-committees-scorn-not-long-rcna38615,starter
"CNN taps new president, current executive producer of 'The Late Show' to replace Jeff Zucker",FoxNews,2022-02-26,2022,https://www.foxnews.com/media/cnn-chris-licht-replaces-jeff-zucker-president,starter
Bruce Willis shares sweet embrace with daughter Tallulah and makes funny faces in playful snaps,FoxNews,2023-01-14,2023,https://www.foxnews.com/entertainment/bruce-willis-shares-sweet-embrace-daughter-tallulah-makes-funny-faces-playful-snaps.print,starter
Harris calls for eliminating filibuster to pass 'Roe' abortion bill into federal law,FoxNews,2024-09-24,2024,https://www.foxnews.com/politics/harris-calls-eliminating-filibuster-pass-roe-abortion-bill-federal-law,starter
Cuban president Miguel Díaz-Canel blasts 'interventionist' U.S. amid protests over shortages,NBC,2024-03-19,2024,https://www.nbcnews.com/news/latino/cuban-president-miguel-diaz-canel-blasts-interventionist-us-protests-s-rcna144122,starter
Trump says the death of Hamas leader Yahya Sinwar makes a peace deal ‘easier’,NBC,2024-10-18,2024,https://www.nbcnews.com/politics/2024-election/trump-death-hamas-yahya-sinwar-peace-deal-easier-rcna176179,starter
"The Best Point-and-Shoot Cameras of 2026, Tested and Reviewed",NBC,2025-02-19,2025,https://www.nbcnews.com/select/shopping/best-point-and-shoot-cameras-rcna130454,starter
'American Idol' judge Katy Perry suffers wardrobe malfunction during show,FoxNews,2024-04-16,2024,https://www.foxnews.com/entertainment/american-idol-judge-katy-perry-suffers-wardrobe-malfunction-during-show.print,starter
Spicy grilled shrimp and olive skewers for dinner: Try the recipe,FoxNews,2024-05-24,2024,https://www.foxnews.com/lifestyle/spicy-grilled-shrimp-olive-skewers-dinner-try-recipe,starter
"2022 likely to be deadliest year for Palestinians in the occupied West Bank, U.N. says",NBC,2022-10-29,2022,https://www.nbcnews.com/news/world/israel-west-bank-palestinians-deadliest-year-united-nations-report-rcna54643,starter
Secretary of State Blinken arrives in Israel in show of solidarity following Hamas terrorist attacks,FoxNews,2023-10-12,2023,https://www.foxnews.com/politics/secretary-state-blinken-arrives-israel-show-solidarity-following-hamas-terrorist-attacks,starter
Opinion: Biden’s Title IX rule adds discrimination against women through the backdoor,FoxNews,2024-04-18,2024,https://www.foxnews.com/sports/bidens-title-ix-rule-adds-discrimination-against-women-through-backdoor-opinion,starter
One Direction’s Liam Payne mourned by Hollywood after death at 31: ‘Absolutely heartbreaking’,FoxNews,2024-10-16,2024,https://www.foxnews.com/entertainment/one-directions-liam-payne-mourned-hollywood-after-death-31-absolutely-heartbreaking.print,starter
Former Secret Service agent questions why Trump was allowed on stage amid threat concerns: 'Why not delay?',FoxNews,2024-07-19,2024,https://www.foxnews.com/media/former-secret-service-agent-questions-why-trump-rushed-stage-amid-threat-concerns,starter
Inside the $100 million door-knocking effort to boost Ron DeSantis,NBC,2023-06-16,2023,https://www.nbcnews.com/politics/2024-election/100-million-door-knocking-effort-boost-ron-desantis-rcna89517,starter
"Researchers find sources of four brain disorders, which could lead to new treatments",FoxNews,2024-03-05,2024,https://www.foxnews.com/health/researchers-sources-four-brain-disorders-new-treatments,starter
"On this day in history, August 24, 1814, British troops ransacked, torched White House and Capitol",FoxNews,2022-08-24,2022,https://www.foxnews.com/lifestyle/this-day-history-august-24-british-troops-ransack-torch-white-house-capitol,starter
"NYT, MSNBC, PBS journalists pressed on how they covered Biden's age: We probably need to do 'soul-searching'",FoxNews,2024-09-26,2024,https://www.foxnews.com/media/nyt-msnbc-pbs-journalists-pressed-how-covered-bidens-age-we-probably-need-do-soul-searching.print,starter
Trump wins Nevada and Virgin Islands GOP caucuses: Highlights,NBC,2024-02-08,2024,https://www.nbcnews.com/politics/2024-election/live-blog/nevada-caucus-live-updates-rcna137685#rcrd33541,starter
Biden ends bid for second term in White House as he drops out of his 2024 rematch with Trump,FoxNews,2024-07-21,2024,https://www.foxnews.com/politics/biden-ends-bid-second-term-white-house-he-drops-out-his-2024-rematch-trump,starter
"Anxious Cubans brace for price hikes, austerity measures",NBC,2024-02-01,2024,https://www.nbcnews.com/news/latino/anxious-cubans-brace-price-hikes-austerity-measures-rcna136627,starter
Inside Israel’s allegations against UNRWA in Gaza,NBC,2024-03-13,2024,https://www.nbcnews.com/news/world/israel-allegations-unrwa-gaza-hamas-rcna142116,starter
Texas congressman becomes first elected Dem to call on Biden to withdraw from election: 'Too much is at stake',FoxNews,2024-07-02,2024,https://www.foxnews.com/politics/texas-congressman-becomes-first-elected-dem-call-biden-withdraw-from-election-too-much-stake,starter
Eric Trump condemns NY 'set-up': My father built NYC skyline and this is his thanks,FoxNews,2024-02-16,2024,https://www.foxnews.com/media/eric-trump-condemns-ny-set-up-father-built-nyc-skyline-this-his-thanks,starter
"Super Tuesday highlights: Trump, Biden bring in major primary wins as Haley faces a tough delegate outlook",NBC,2024-03-05,2024,https://www.nbcnews.com/politics/2024-election/live-blog/super-tuesday-live-updates-rcna140438#rcrd36247,starter
LGBT advocate claims in House hearing ‘detransitioning’ is not ‘a real thing’,FoxNews,2022-12-14,2022,https://www.foxnews.com/politics/lgbt-advocate-claims-house-hearing-detransitioning-not-real-thing,starter
Goldman Environmental Prize awarded to Latina organizer fighting air pollution crisis,NBC,2024-04-29,2024,https://www.nbcnews.com/news/latino/goldman-environmental-prize-awarded-latina-organizer-fighting-air-poll-rcna149449,starter
Illegal immigrant suspected in Maryland mom Rachel Morin's murder faces maximum penalty if convicted,FoxNews,2024-07-12,2024,https://www.foxnews.com/us/illegal-immigrant-suspected-maryland-mom-rachel-morins-murder-faces-maximum-penalty-convicted,starter
"Drag Queen Story Hour disrupted by men shouting slurs, authorities say",NBC,2022-06-13,2022,https://www.nbcnews.com/news/us-news/drag-queen-story-hour-disrupted-men-shouting-slurs-authorities-say-rcna33184,starter
First on Fox: Top outside group backing House Republicans sets fundraising record,FoxNews,2024-10-08,2024,https://www.foxnews.com/politics/top-outside-group-backing-house-republicans-showcases-fundraising-prowess,starter
"Former Obama fundraiser calls Trump's fine 'so wrong,' attempt to inflict 'pain' before NY loses in appeal",FoxNews,2024-03-22,2024,https://www.foxnews.com/media/former-obama-fundraiser-calls-trumps-fine-so-wrong-attempt-inflict-pain-before-ny-loses-appeal.print,starter
Beatle Ringo Starr reflects on spreading 'peace and love' following the '60s: 'It was part of how we felt',FoxNews,2022-06-01,2022,https://www.foxnews.com/entertainment/beatle-ringo-starr-peace-love-all-starr-tour.print,starter
Cookie Monster hides Sen. Bob Casey's reply on X after Dem sought campaign donation: 'Can you chip in?',FoxNews,2024-03-05,2024,https://www.foxnews.com/media/cookie-monster-hides-sen-bob-caseys-reply-x-dem-sought-campaign-donation-sesame-street-muppet.print,starter
Schumer calls for new Israeli leader to replace Netanyahu in Senate floor speech,FoxNews,2024-03-14,2024,https://www.foxnews.com/politics/schumer-calls-for-new-israeli-leader-to-replace-netanyahu-in-senate-floor-speech,starter
Karine Jean-Pierre answers point-blank if Biden suffers from dementia after disastrous debate,FoxNews,2024-07-02,2024,https://www.foxnews.com/politics/karine-jean-pierre-answers-point-blank-biden-suffers-from-dementia-following-disastrous-debate,starter
"When a parent must care for a parent: How to avoid caregiving burnout, according to experts",FoxNews,2024-05-01,2024,https://www.foxnews.com/health/when-parent-must-care-parent-how-avoid-caregiving-burnout-according-experts,starter
This pro-Trump TV show is mixing conservative commentary and end-times prophecy,NBC,2024-05-03,2024,https://www.nbcnews.com/news/us-news/flashpoint-trump-republican-christian-tv-show-rcna150303,starter
Here are the massive tax increases coming your way in a second Biden term,FoxNews,2024-04-15,2024,https://www.foxnews.com/opinion/massive-tax-increases-coming-second-biden-term,starter
"Bruce Willis' daughter Tallulah gets emotional over photos with dad, 'my whole damn heart'",FoxNews,2023-11-18,2023,https://www.foxnews.com/entertainment/bruce-willis-daughter-tallulah-gets-emotional-photos-dad-my-whole-damn-heart,starter
Liberal theory trying to dismiss Supreme Court win for Christian graphic designer shot down by legal experts,FoxNews,2023-07-05,2023,https://www.foxnews.com/media/liberal-theory-trying-dismiss-supreme-court-win-christian-graphic-designer-shot-down-legal-experts,starter
"Draft opinion indicates Supreme Court will overturn Roe v. Wade, Politico reports in extraordinary leak",NBC,2022-05-03,2022,https://www.nbcnews.com/politics/supreme-court/draft-supreme-court-opinion-indicates-roe-v-wade-will-overturned-polit-rcna27026,starter
NewJeans says they’re more than solely K-pop stars as they break global barriers,NBC,2023-11-02,2023,https://www.nbcnews.com/news/asian-america/new-jeans-billboard-award-rcna123225,starter
Hakeem Jeffries pitches calm governance over chaos as Democrats seek the House majority,NBC,2024-10-15,2024,https://www.nbcnews.com/politics/2024-election/hakeem-jeffries-democrats-house-majority-2024-election-calm-governance-rcna174499,starter
Musk pushes debunked Dominion voting conspiracy theory as he stumps for Trump,NBC,2024-10-18,2024,https://www.nbcnews.com/tech/tech-news/musk-pushes-debunked-dominion-voting-conspiracy-theory-campaign-appear-rcna175985,starter
Federal prosecutors formally charge suspect Ryan Routh with attempted assassination of Trump,FoxNews,2024-09-24,2024,https://www.foxnews.com/us/federal-prosecutors-charge-ryan-routh-attempted-assassination-trump,starter
How the Uluburun shipwreck was discovered accidentally by a sponge diver,FoxNews,2024-10-18,2024,https://www.foxnews.com/world/how-uluburun-shipwreck-discovered-accidentally-sponge-diver.print,starter
McConnell says he would 'absolutely' support Trump as 2024 nominee,NBC,2021-02-26,2021,https://www.nbcnews.com/politics/politics-news/mcconnell-says-he-would-absolutely-support-trump-2024-nominee-n1258911,starter
Election 2024: Trump campaigns in Pennsylvania ahead of Biden's U.N. speech,NBC,2024-09-23,2024,https://www.nbcnews.com/politics/2024-election/live-blog/harris-trump-presidential-election-live-updates-rcna172152/rcrd56258?canonicalCard=true,starter
"Gus Walz brought to tears, shares emotional moment with father Tim during DNC speech: 'That's my Dad'",FoxNews,2024-08-22,2024,https://www.foxnews.com/politics/gus-walz-brought-tears-shares-emotional-moment-father-tim-during-dnc-speech-thats-my-dad,starter
"On this day in history, Sept. 16, 1620, Mayflower departs Plymouth, England",FoxNews,2022-09-16,2022,https://www.foxnews.com/lifestyle/this-day-history-sept-16-mayflower-departs-plymouth-england,starter
MSNBC contributor complains of 'crisis' as Latinos move away from Democrats,FoxNews,2021-07-06,2021,https://www.foxnews.com/media/msnbc-contributor-crisis-latinos-democratic-party,starter
Texas AG files lawsuit against Biden administration for new gun sale requirements: 'Come and take it',FoxNews,2024-05-02,2024,https://www.foxnews.com/politics/texas-ag-files-lawsuit-against-biden-administration-new-gun-sale-requirements-take,starter
"Russian money was funneled to right-wing creators through a pro-Trump media outlet, prosecutors say",NBC,2024-09-05,2024,https://www.nbcnews.com/politics/justice-department/russian-money-was-funneled-right-wing-creators-trump-media-outlet-pros-rcna169611,starter
Keep your CDC vaccine card safe with these Covid vaccination card holders,NBC,2021-08-31,2021,https://www.nbcnews.com/select/shopping/vaccine-card-holders-covid-ncna1278122,starter
Hurricane Helene: Over 220 dead as some communities struggle to get basic supplies,NBC,2024-10-04,2024,https://www.nbcnews.com/news/weather/live-blog/hurricane-helene-live-updates-rcna173973,starter
'President Trump is wrong': Pence rejects claim he could have 'overturned the election',NBC,2022-02-04,2022,https://www.nbcnews.com/politics/donald-trump/president-trump-wrong-mike-pence-rejects-claim-overturned-election-rcna14952,starter
"John Lennon’s final days were blissful as he thrived on music, book says: ‘You can feel this positive emotion'",FoxNews,2020-12-08,2020,https://www.foxnews.com/entertainment/john-lennon-final-days-1980-music-dakota,starter
"Biden's friendly Seth Meyers sit-down no 'substitute' for real interviews, White House journalists say",FoxNews,2024-02-28,2024,https://www.foxnews.com/media/bidens-friendly-seth-meyers-sit-down-no-substitute-real-interviews-white-house-journalists-say,starter
ChatGPT and AI might redefine how we think about consciousness,NBC,2023-02-28,2023,https://www.nbcnews.com/tech/tech-news/chatgpt-ai-consciousness-rcna71777,starter
8 Dermatologist-Recommended Shampoos That Clear Scalp Acne Fast,NBC,2021-07-23,2021,https://www.nbcnews.com/select/shopping/best-scalp-acne-shampoos-treatments-ncna1274741,starter
107 days: Kamala Harris has yet to do formal press conference since emerging as Democratic nominee,FoxNews,2024-11-02,2024,https://www.foxnews.com/media/44-days-kamala-harris-has-yet-do-formal-press-conference-since-emerging-democratic-nominee,starter
Kamala Harris plans to skip historic Al Smith dinner despite long-standing tradition,FoxNews,2024-09-21,2024,https://www.foxnews.com/politics/kamala-harris-plans-skip-historic-al-smith-dinner-despite-long-standing-tradition-report,starter
"Tony Bennett blames NIL for retirement, calls for 'change' in college sports in emotional conference",FoxNews,2024-10-18,2024,https://www.foxnews.com/sports/tony-bennett-blames-nil-retirement-calls-change-college-sports-emotional-conference.print,starter
Ex-CNN host Brian Stelter says he still doesn't know why 'Reliable Sources' was canceled,FoxNews,2023-02-01,2023,https://www.foxnews.com/media/ex-cnn-host-brian-stelter-doesnt-know-reliable-sources-canceled.print,starter
"Protests erupt in Santiago over power outages, food shortages as Cuba faces economic crisis",FoxNews,2024-03-18,2024,https://www.foxnews.com/world/protests-erupt-santiago-power-outages-food-shortages-cuba-faces-economic-crisis,starter
China raises Middle East diplomatic ambitions with talks between Hamas and rival Fatah,NBC,2024-07-20,2024,https://www.nbcnews.com/news/world/china-hamas-fatah-palestinian-unity-middle-east-diplomacy-rcna162825,starter
"Trump, Harris shake hands in show of unity at Ground Zero for 9/11 commemoration",FoxNews,2024-09-11,2024,https://www.foxnews.com/politics/trump-harris-travel-new-york-city-shanksville-commemorate-9-11-attacks-just-hours-after-debate,starter
U.S. military members discuss seeking conscientious objector status over support of Israel in Gaza,NBC,2024-06-21,2024,https://www.nbcnews.com/politics/politics-news/us-military-members-conscientious-objector-status-israel-gaza-war-rcna158265,starter
"Guilty but unashamed, Trump says he will see Biden in November",NBC,2024-05-30,2024,https://www.nbcnews.com/politics/donald-trump/trump-guilty-biden-november-election-rcna154786,starter
Two Alabama fertility clinics say they will resume IVF services after bill to protect doctors passes,NBC,2024-03-07,2024,https://www.nbcnews.com/health/health-news/alabama-fertility-clinic-says-will-resume-ivf-services-bill-passes-pro-rcna141682,starter
"Trump assassination plot exposes Ryan Routh's bomb bust, barricade with illegal gun in professional demise",FoxNews,2024-09-18,2024,https://www.foxnews.com/us/trump-assassination-plot-exposes-ryan-rouths-bomb-bust-barricade-illegal-gun-professional-demise.print,starter
"Alzheimer’s and other dementia diagnoses can vary by zip code, new study finds",FoxNews,2024-08-26,2024,https://www.foxnews.com/health/alzheimers-dementia-diagnoses-vary-zip-code-study-finds,starter
Jan. 6 panel warns of attempts to 'influence' witnesses by Trump allies,NBC,2022-06-28,2022,https://www.nbcnews.com/politics/congress/jan-6-panel-warns-attempts-influence-witnesses-trump-allies-rcna35800,starter
'High School Musical' star Joshua Bassett says he is 'sick' over 'absolutely false' sex assault accusation,FoxNews,2020-06-27,2020,https://www.foxnews.com/entertainment/high-school-musical-joshua-bassett-absolutely-false-sex-assault-accusation,starter
Putin fires Shoigu as Russia defense minister,NBC,2024-05-13,2024,https://www.nbcnews.com/news/world/putin-fires-shoigu-defense-minister-russia-war-economy-ukraine-west-rcna151920,starter
Ted Nugent slams wannabe 'tyrants' on 'Tucker Carlson Today': We don't need the 'king's permission' in America,FoxNews,2021-08-04,2021,https://www.foxnews.com/media/ted-nugent-tucker-carlson-fox-nation-constitution-bear-arms.print,starter
Harris calls Trump 'one of the biggest losers ever' during economy speech in key battleground,FoxNews,2024-09-25,2024,https://www.foxnews.com/politics/harris-claims-trump-one-biggest-losers-ever-economy-speech,starter
China halts foreign adoptions of its children,NBC,2024-09-05,2024,https://www.nbcnews.com/news/asian-america/china-halts-foreign-adoptions-children-rcna169787,starter
Farmers 'brutalized' as costs 'go through the roof' in last days of Biden's America,FoxNews,2024-08-19,2024,https://www.foxnews.com/lifestyle/farmers-brutalized-costs-through-roof-last-days-bidens-america,starter
"Cuba power outage: Entire island goes dark, 10 million affected after electrical grid fails",NBC,2024-10-18,2024,https://www.nbcnews.com/news/latino/power-goes-entire-island-cuba-leaving-10-million-people-dark-rcna176169,starter
Best Programmable Coffee Makers | NBC Select,NBC,2026-03-13,2026,https://www.nbcnews.com/select/shopping/best-programmable-coffee-makers-ncna1289263,starter
Colorado district equity docs reveal methodical system to deceive parents on in-school social transitions,FoxNews,2023-04-04,2023,https://www.foxnews.com/media/colorado-district-created-methodical-system-deceive-parents-in-school-social-transitions,starter
Rosh Hashanah prompts Museum of the Bible to display oldest Jewish book in the world,FoxNews,2024-09-30,2024,https://www.foxnews.com/travel/oldest-jewish-book-world-display-museum-bible-ahead-rosh-hashanah,starter
FCC looks to fine conservative activists $5 million for false mail voting robocalls,NBC,2021-08-24,2021,https://www.nbcnews.com/politics/elections/fcc-looks-fine-conservative-activists-5-million-false-mail-voting-n1277569,starter
"NYC officers scuffle with 14-year-old girl they handcuffed over selling fruit in a park, video shows",NBC,2024-06-04,2024,https://www.nbcnews.com/news/us-news/nyc-officers-scuffle-14-year-old-girl-handcuffed-selling-fruit-park-vi-rcna155357,starter
Webpage that rated Kamala Harris the 'most liberal' senator in 2019 suddenly disappears,FoxNews,2024-07-24,2024,https://www.foxnews.com/media/webpage-rated-kamala-harris-most-liberal-senator-2019-suddenly-disappears,starter
Supreme Court stays out of fight over transgender student bathroom access,NBC,2024-01-16,2024,https://www.nbcnews.com/politics/supreme-court/supreme-court-stays-fight-transgender-student-bathroom-access-rcna132245,starter
Israel targets Hezbollah leader Nasrallah in strike on Beirut headquarters,FoxNews,2024-09-27,2024,https://www.foxnews.com/world/israel-strikes-hezbollah-headquarters-beirut-idf-says,starter
Israel genocide case at ICJ comes amid Gaza displacement talk,NBC,2024-01-10,2024,https://www.nbcnews.com/news/world/south-africa-israel-genocide-case-icj-gaza-displacement-rcna132021,starter
Florida school board candidates ride DeSantis endorsements to victory,NBC,2022-11-10,2022,https://www.nbcnews.com/politics/politics-news/desantis-florida-school-board-endorsements-election-rcna56423,starter
Venezuelan gang Tren de Aragua gives ‘green light’ to members to attack cops: officials,FoxNews,2024-07-30,2024,https://www.foxnews.com/politics/venezuelan-gang-tren-de-aragua-given-green-light-members-kill-cops.print,starter
The Democrats who could be Kamala Harris' potential vice presidential pick,NBC,2024-07-21,2024,https://www.nbcnews.com/politics/2024-election/kamala-harris-running-mates-democratic-presidential-ticket-rcna162848,starter
Israel's ground invasion into Lebanon imminent as cabinet approves next phase of the war,FoxNews,2024-09-30,2024,https://www.foxnews.com/world/israels-ground-invasion-lebanon-imminent-cabinet-approves-next-phase-war.print,starter
17 Best Hyaluronic Acid Serums and Creams for Hydrated Skin 2026,NBC,2022-03-01,2022,https://www.nbcnews.com/select/shopping/best-hyaluronic-acid-serums-creams-ncna1290282,starter
"52 confirmed dead, 20 missing after flash floods devastate Indonesia’s Sumatra Island",FoxNews,2024-05-14,2024,https://www.foxnews.com/world/52-confirmed-dead-20-missing-flash-floods-devastate-indonesias-sumatra-island,starter
Harvard faculty members urge university not to oust president Claudine Gay after congressional hearing,NBC,2023-12-11,2023,https://www.nbcnews.com/news/education/hundreds-harvard-faculty-members-urge-university-not-oust-embattled-pr-rcna129027,starter
Democrats ramp up efforts to turn out Puerto Rican voters in Pennsylvania,NBC,2024-09-23,2024,https://www.nbcnews.com/news/latino/democrats-ramp-efforts-turn-puerto-rican-voters-pennsylvania-rcna172216,starter
'Life-threatening' storm surge likely as Hurricane Milton takes aim at Florida,NBC,2024-10-09,2024,https://www.nbcnews.com/science/science-news/hurricane-milton-storm-surge-florida-rcna174597,starter
"Palestinian gunman wounds 2 in Jerusalem, a day after 7 were killed",NBC,2023-01-28,2023,https://www.nbcnews.com/news/world/2-wounded-new-jerusalem-attack-israeli-paramedics-say-rcna67996,starter
Atlanta-area spa shooter to serve 4 life sentences in Cherokee County slayings,NBC,2021-07-27,2021,https://www.nbcnews.com/news/us-news/atlanta-area-spa-shootings-suspect-pleads-guilty-cherokee-county-charges-n1275139,starter
"Harris proposes raising the corporate tax rate to 28%, rolling back a Trump law",NBC,2024-08-19,2024,https://www.nbcnews.com/politics/2024-election/harris-proposes-raising-corporate-tax-rate-28-rolling-back-trump-law-rcna167208,starter
Ethics Committee investigating Rep. Matt Gaetz over alleged drug use and sexual misconduct,NBC,2024-06-18,2024,https://www.nbcnews.com/politics/congress/ethics-committee-investigating-allegations-sexual-misconduct-drug-use-rcna157719,starter
"Best Pregnancy-Safe Skin Care Products, According to Experts",NBC,2023-08-16,2023,https://www.nbcnews.com/select/shopping/best-pregnancy-safe-skin-care-rcna100065,starter
Kamala Harris dodges Colbert's question on what 'major changes' she'd bring versus Biden presidency,FoxNews,2024-10-09,2024,https://www.foxnews.com/media/kamala-harris-dodges-colberts-question-what-major-changes-shed-bring-versus-biden-presidency.print,starter
"Josh Shapiro is declared the winner of the 2022 Pennsylvania Governor midterm election, defeating Doug Mastriano",NBC,2022-11-09,2022,https://www.nbcnews.com/politics/2022-election/josh-shapiro-declared-winner-2022-pennsylvania-governor-midterm-electi-rcna55169,starter
Kristi Noem faces lawsuit after promoting Texas dentist on social media,NBC,2024-03-14,2024,https://www.nbcnews.com/politics/politics-news/kristi-noem-faces-lawsuit-promoting-texas-dentist-social-media-rcna143325,starter
Tyra Banks defends Olivia Jade being on 'Dancing with the Stars' Season 30,FoxNews,2021-09-16,2021,https://www.foxnews.com/entertainment/tyra-banks-defends-olivia-jade-dancing-with-the-stars,starter
Greek yogurt vs. regular yogurt: Is one 'better' for you than the other?,FoxNews,2024-05-21,2024,https://www.foxnews.com/food-drink/greek-yogurt-vs-regular-yogurt-is-one-better-than-other,starter
Indian Prime Minister Modi makes first visit to ally Russia since Ukraine invasion,NBC,2024-07-08,2024,https://www.nbcnews.com/news/world/russia-ukraine-war-vladimir-putin-india-narendra-modi-moscow-visit-rcna160646,starter
Pennsylvania Republicans seek to levy illegal immigrants' remittances to fund property tax relief,FoxNews,2022-04-08,2022,https://www.foxnews.com/politics/pennsylvania-republicans-illegal-immigrant-remittance-fee-property-tax-relief,starter
Best smart home devices for 2020,NBC,2019-12-20,2019,https://www.nbcnews.com/select/shopping/best-smart-home-ready-devices-thermostats-lights-smart-plugs-ncna1102186,starter
"Parents of two find their 'American Dream Home' in Beaufort, South Carolina: 'So special'",FoxNews,2022-11-19,2022,https://www.foxnews.com/lifestyle/parents-two-american-dream-home-beauford-south-carolina-special,starter
"Russia confirms U.S. soldier Gordon Black arrested on theft charges, will be held until July",NBC,2024-05-07,2024,https://www.nbcnews.com/news/world/russia-us-soldier-gordon-black-arrested-theft-charges-vladivostok-rcna150992,starter
"Kamala Harris staff contending with low morale, internal tensions: reports",FoxNews,2021-06-30,2021,https://www.foxnews.com/politics/kamala-harris-staff-low-morale-internal-tensions,starter
IDF kills Hezbollah commander behind brutal attack on children's soccer field: officials,FoxNews,2024-07-30,2024,https://www.foxnews.com/world/idf-kills-hezbollah-commander-brutal-attack-childrens-soccer-field-officials,starter
"Trump, Harris locked in dead heat in 7 battleground states, poll finds: 'Could not be closer'",FoxNews,2024-10-11,2024,https://www.foxnews.com/politics/trump-harris-locked-dead-heat-7-battleground-states-poll-finds-could-not-closer.print,starter
"Best Rosacea Products for Redness Relief, According to Dermatologists",NBC,2022-10-17,2022,https://www.nbcnews.com/select/shopping/best-skin-care-products-rosacea-ncna1299897,starter
Make these 'can't-go-wrong' lobster rolls with family and friends this weekend: Try the easy recipe,FoxNews,2024-07-25,2024,https://www.foxnews.com/food-drink/make-cant-go-wrong-lobster-rolls-family-friends-weekend-easy-recipe,starter
